"sample","virus","uniquely_mapped_reads","multi_mapped_reads","total_mapped_reads","disease","cell_type"
"SRR22753408","EBV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753408","HCMV","	1","	0","1","Juvenile Dermatomyositis","CD19"
"SRR22753408","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753408","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753408","HSV1_KOS","	23","	155","178","Juvenile Dermatomyositis","CD19"
"SRR22753408","HSV2_StrainG","	2","	1","3","Juvenile Dermatomyositis","CD19"
"SRR22753408","KSHV","	5","	4","9","Juvenile Dermatomyositis","CD19"
"SRR22753408","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753409","combined_herpes_viruses","	3","	59","62","Juvenile Dermatomyositis","CD4"
"SRR22753409","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753409","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753409","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753409","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753409","HSV1_KOS","	6","	85","91","Juvenile Dermatomyositis","CD4"
"SRR22753409","HSV2_StrainG","	1","	1","2","Juvenile Dermatomyositis","CD4"
"SRR22753409","KSHV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753409","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753410","combined_herpes_viruses","	2","	74","76","Juvenile Dermatomyositis","CD14"
"SRR22753410","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753410","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753410","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753410","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753410","HSV1_KOS","	9","	92","101","Juvenile Dermatomyositis","CD14"
"SRR22753410","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753410","KSHV","	1","	3","4","Juvenile Dermatomyositis","CD14"
"SRR22753410","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753411","combined_herpes_viruses","	2","	2","4","Control","CD8"
"SRR22753411","EBV","	0","	0","0","Control","CD8"
"SRR22753411","HCMV","	0","	0","0","Control","CD8"
"SRR22753411","HHV6B","	0","	1","1","Control","CD8"
"SRR22753411","HHV7","	0","	0","0","Control","CD8"
"SRR22753411","HSV1_KOS","	0","	4","4","Control","CD8"
"SRR22753411","HSV2_StrainG","	0","	4","4","Control","CD8"
"SRR22753411","KSHV","	3","	0","3","Control","CD8"
"SRR22753411","VZV_Ellen","	0","	0","0","Control","CD8"
"SRR22753412","combined_herpes_viruses","	2","	8","10","Control","CD8"
"SRR22753412","EBV","	0","	0","0","Control","CD8"
"SRR22753412","HCMV","	0","	0","0","Control","CD8"
"SRR22753412","HHV6B","	1","	0","1","Control","CD8"
"SRR22753412","HHV7","	0","	0","0","Control","CD8"
"SRR22753412","HSV1_KOS","	1","	14","15","Control","CD8"
"SRR22753412","HSV2_StrainG","	3","	2","5","Control","CD8"
"SRR22753412","KSHV","	4","	1","5","Control","CD8"
"SRR22753412","VZV_Ellen","	0","	0","0","Control","CD8"
"SRR22753413","combined_herpes_viruses","	1","	9","10","Control","CD8"
"SRR22753413","EBV","	0","	0","0","Control","CD8"
"SRR22753413","HCMV","	0","	0","0","Control","CD8"
"SRR22753413","HHV6B","	0","	0","0","Control","CD8"
"SRR22753413","HHV7","	0","	0","0","Control","CD8"
"SRR22753413","HSV1_KOS","	0","	12","12","Control","CD8"
"SRR22753413","HSV2_StrainG","	2","	1","3","Control","CD8"
"SRR22753413","KSHV","	1","	0","1","Control","CD8"
"SRR22753413","VZV_Ellen","	0","	0","0","Control","CD8"
"SRR22753414","combined_herpes_viruses","	4","	46","50","Juvenile Dermatomyositis","CD8"
"SRR22753414","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753414","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753414","HHV6B","	0","	4","4","Juvenile Dermatomyositis","CD8"
"SRR22753414","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753414","HSV1_KOS","	6","	47","53","Juvenile Dermatomyositis","CD8"
"SRR22753414","HSV2_StrainG","	1","	2","3","Juvenile Dermatomyositis","CD8"
"SRR22753414","KSHV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753414","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753415","combined_herpes_viruses","	0","	10","10","Control","CD4"
"SRR22753415","EBV","	0","	0","0","Control","CD4"
"SRR22753415","HCMV","	0","	0","0","Control","CD4"
"SRR22753415","HHV6B","	0","	0","0","Control","CD4"
"SRR22753415","HHV7","	0","	0","0","Control","CD4"
"SRR22753415","HSV1_KOS","	0","	8","8","Control","CD4"
"SRR22753415","HSV2_StrainG","	1","	0","1","Control","CD4"
"SRR22753415","KSHV","	2","	1","3","Control","CD4"
"SRR22753415","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753416","combined_herpes_viruses","	1","	5","6","Control","CD4"
"SRR22753416","EBV","	0","	0","0","Control","CD4"
"SRR22753416","HCMV","	0","	0","0","Control","CD4"
"SRR22753416","HHV6B","	1","	0","1","Control","CD4"
"SRR22753416","HHV7","	0","	0","0","Control","CD4"
"SRR22753416","HSV1_KOS","	0","	11","11","Control","CD4"
"SRR22753416","HSV2_StrainG","	1","	1","2","Control","CD4"
"SRR22753416","KSHV","	1","	0","1","Control","CD4"
"SRR22753416","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753417","combined_herpes_viruses","	1","	6","7","Control","CD4"
"SRR22753417","EBV","	0","	0","0","Control","CD4"
"SRR22753417","HCMV","	0","	1","1","Control","CD4"
"SRR22753417","HHV6B","	0","	0","0","Control","CD4"
"SRR22753417","HHV7","	0","	0","0","Control","CD4"
"SRR22753417","HSV1_KOS","	2","	9","11","Control","CD4"
"SRR22753417","HSV2_StrainG","	4","	7","11","Control","CD4"
"SRR22753417","KSHV","	5","	1","6","Control","CD4"
"SRR22753417","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753418","combined_herpes_viruses","	1","	11","12","Control","CD4"
"SRR22753418","EBV","	0","	0","0","Control","CD4"
"SRR22753418","HCMV","	1","	0","1","Control","CD4"
"SRR22753418","HHV6B","	0","	0","0","Control","CD4"
"SRR22753418","HHV7","	0","	0","0","Control","CD4"
"SRR22753418","HSV1_KOS","	1","	9","10","Control","CD4"
"SRR22753418","HSV2_StrainG","	0","	1","1","Control","CD4"
"SRR22753418","KSHV","	2","	2","4","Control","CD4"
"SRR22753418","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753419","combined_herpes_viruses","	7","	12","19","Control","CD19"
"SRR22753419","EBV","	0","	0","0","Control","CD19"
"SRR22753419","HCMV","	0","	0","0","Control","CD19"
"SRR22753419","HHV6B","	0","	0","0","Control","CD19"
"SRR22753419","HHV7","	0","	0","0","Control","CD19"
"SRR22753419","HSV1_KOS","	4","	20","24","Control","CD19"
"SRR22753419","HSV2_StrainG","	5","	7","12","Control","CD19"
"SRR22753419","KSHV","	11","	3","14","Control","CD19"
"SRR22753419","VZV_Ellen","	0","	0","0","Control","CD19"
"SRR22753420","combined_herpes_viruses","	3","	10","13","Control","CD19"
"SRR22753420","EBV","	0","	0","0","Control","CD19"
"SRR22753420","HCMV","	0","	0","0","Control","CD19"
"SRR22753420","HHV6B","	0","	1","1","Control","CD19"
"SRR22753420","HHV7","	0","	0","0","Control","CD19"
"SRR22753420","HSV1_KOS","	3","	18","21","Control","CD19"
"SRR22753420","HSV2_StrainG","	6","	1","7","Control","CD19"
"SRR22753420","KSHV","	7","	1","8","Control","CD19"
"SRR22753420","VZV_Ellen","	0","	0","0","Control","CD19"
"SRR22753421","combined_herpes_viruses","	5","	10","15","Control","CD19"
"SRR22753421","EBV","	0","	0","0","Control","CD19"
"SRR22753421","HCMV","	0","	0","0","Control","CD19"
"SRR22753421","HHV6B","	0","	0","0","Control","CD19"
"SRR22753421","HHV7","	0","	0","0","Control","CD19"
"SRR22753421","HSV1_KOS","	1","	21","22","Control","CD19"
"SRR22753421","HSV2_StrainG","	4","	3","7","Control","CD19"
"SRR22753421","KSHV","	7","	3","10","Control","CD19"
"SRR22753421","VZV_Ellen","	0","	0","0","Control","CD19"
"SRR22753422","combined_herpes_viruses","	5","	17","22","Control","CD19"
"SRR22753422","EBV","	0","	0","0","Control","CD19"
"SRR22753422","HCMV","	0","	0","0","Control","CD19"
"SRR22753422","HHV6B","	0","	1","1","Control","CD19"
"SRR22753422","HHV7","	0","	0","0","Control","CD19"
"SRR22753422","HSV1_KOS","	2","	26","28","Control","CD19"
"SRR22753422","HSV2_StrainG","	2","	6","8","Control","CD19"
"SRR22753422","KSHV","	8","	2","10","Control","CD19"
"SRR22753422","VZV_Ellen","	0","	0","0","Control","CD19"
"SRR22753423","combined_herpes_viruses","	0","	3","3","Juvenile Dermatomyositis","CD14"
"SRR22753423","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753423","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753423","HHV6B","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753423","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753423","HSV1_KOS","	1","	5","6","Juvenile Dermatomyositis","CD14"
"SRR22753423","HSV2_StrainG","	0","	3","3","Juvenile Dermatomyositis","CD14"
"SRR22753423","KSHV","	2","	2","4","Juvenile Dermatomyositis","CD14"
"SRR22753423","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753424","combined_herpes_viruses","	1","	4","5","Juvenile Dermatomyositis","CD14"
"SRR22753424","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753424","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753424","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753424","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753424","HSV1_KOS","	1","	9","10","Juvenile Dermatomyositis","CD14"
"SRR22753424","HSV2_StrainG","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753424","KSHV","	0","	2","2","Juvenile Dermatomyositis","CD14"
"SRR22753424","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753425","combined_herpes_viruses","	2","	5","7","Juvenile Dermatomyositis","CD14"
"SRR22753425","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753425","HCMV","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753425","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753425","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753425","HSV1_KOS","	1","	9","10","Juvenile Dermatomyositis","CD14"
"SRR22753425","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753425","KSHV","	1","	1","2","Juvenile Dermatomyositis","CD14"
"SRR22753425","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753426","combined_herpes_viruses","	0","	9","9","Juvenile Dermatomyositis","CD14"
"SRR22753426","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753426","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753426","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753426","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753426","HSV1_KOS","	1","	8","9","Juvenile Dermatomyositis","CD14"
"SRR22753426","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753426","KSHV","	3","	1","4","Juvenile Dermatomyositis","CD14"
"SRR22753426","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753427","combined_herpes_viruses","	1","	8","9","Juvenile Dermatomyositis","CD14"
"SRR22753427","EBV","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753427","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753427","HHV6B","	2","	0","2","Juvenile Dermatomyositis","CD14"
"SRR22753427","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753427","HSV1_KOS","	2","	10","12","Juvenile Dermatomyositis","CD14"
"SRR22753427","HSV2_StrainG","	2","	1","3","Juvenile Dermatomyositis","CD14"
"SRR22753427","KSHV","	1","	2","3","Juvenile Dermatomyositis","CD14"
"SRR22753427","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753428","combined_herpes_viruses","	1","	7","8","Juvenile Dermatomyositis","CD14"
"SRR22753428","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753428","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753428","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753428","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753428","HSV1_KOS","	2","	8","10","Juvenile Dermatomyositis","CD14"
"SRR22753428","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753428","KSHV","	2","	1","3","Juvenile Dermatomyositis","CD14"
"SRR22753428","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753429","combined_herpes_viruses","	0","	8","8","Juvenile Dermatomyositis","CD14"
"SRR22753429","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753429","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753429","HHV6B","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753429","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753429","HSV1_KOS","	2","	8","10","Juvenile Dermatomyositis","CD14"
"SRR22753429","HSV2_StrainG","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753429","KSHV","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753429","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753430","combined_herpes_viruses","	1","	5","6","Juvenile Dermatomyositis","CD14"
"SRR22753430","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753430","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753430","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753430","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753430","HSV1_KOS","	3","	4","7","Juvenile Dermatomyositis","CD14"
"SRR22753430","HSV2_StrainG","	1","	1","2","Juvenile Dermatomyositis","CD14"
"SRR22753430","KSHV","	2","	1","3","Juvenile Dermatomyositis","CD14"
"SRR22753430","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753431","combined_herpes_viruses","	1","	12","13","Juvenile Dermatomyositis","CD8"
"SRR22753431","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753431","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753431","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753431","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753431","HSV1_KOS","	1","	16","17","Juvenile Dermatomyositis","CD8"
"SRR22753431","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753431","KSHV","	3","	1","4","Juvenile Dermatomyositis","CD8"
"SRR22753431","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753432","combined_herpes_viruses","	2","	12","14","Juvenile Dermatomyositis","CD8"
"SRR22753432","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753432","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753432","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753432","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753432","HSV1_KOS","	3","	14","17","Juvenile Dermatomyositis","CD8"
"SRR22753432","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753432","KSHV","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753432","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753433","combined_herpes_viruses","	1","	10","11","Juvenile Dermatomyositis","CD8"
"SRR22753433","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753433","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753433","HHV6B","	0","	2","2","Juvenile Dermatomyositis","CD8"
"SRR22753433","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753433","HSV1_KOS","	2","	14","16","Juvenile Dermatomyositis","CD8"
"SRR22753433","HSV2_StrainG","	1","	3","4","Juvenile Dermatomyositis","CD8"
"SRR22753433","KSHV","	4","	1","5","Juvenile Dermatomyositis","CD8"
"SRR22753433","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753434","combined_herpes_viruses","	3","	14","17","Juvenile Dermatomyositis","CD8"
"SRR22753434","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753434","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753434","HHV6B","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753434","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753434","HSV1_KOS","	2","	17","19","Juvenile Dermatomyositis","CD8"
"SRR22753434","HSV2_StrainG","	2","	1","3","Juvenile Dermatomyositis","CD8"
"SRR22753434","KSHV","	4","	3","7","Juvenile Dermatomyositis","CD8"
"SRR22753434","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753435","combined_herpes_viruses","	0","	15","15","Juvenile Dermatomyositis","CD8"
"SRR22753435","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753435","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753435","HHV6B","	1","	1","2","Juvenile Dermatomyositis","CD8"
"SRR22753435","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753435","HSV1_KOS","	1","	20","21","Juvenile Dermatomyositis","CD8"
"SRR22753435","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753435","KSHV","	1","	3","4","Juvenile Dermatomyositis","CD8"
"SRR22753435","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","combined_herpes_viruses","	2","	16","18","Juvenile Dermatomyositis","CD8"
"SRR22753436","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","HSV1_KOS","	1","	20","21","Juvenile Dermatomyositis","CD8"
"SRR22753436","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753436","KSHV","	1","	2","3","Juvenile Dermatomyositis","CD8"
"SRR22753436","VZV_Ellen","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753437","combined_herpes_viruses","	1","	11","12","Juvenile Dermatomyositis","CD8"
"SRR22753437","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753437","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753437","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753437","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753437","HSV1_KOS","	0","	13","13","Juvenile Dermatomyositis","CD8"
"SRR22753437","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753437","KSHV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753437","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","combined_herpes_viruses","	1","	8","9","Juvenile Dermatomyositis","CD8"
"SRR22753438","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","HSV1_KOS","	4","	15","19","Juvenile Dermatomyositis","CD8"
"SRR22753438","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753438","KSHV","	1","	1","2","Juvenile Dermatomyositis","CD8"
"SRR22753438","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753439","combined_herpes_viruses","	1","	13","14","Juvenile Dermatomyositis","CD14"
"SRR22753439","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753439","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753439","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753439","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753439","HSV1_KOS","	4","	10","14","Juvenile Dermatomyositis","CD14"
"SRR22753439","HSV2_StrainG","	3","	0","3","Juvenile Dermatomyositis","CD14"
"SRR22753439","KSHV","	3","	3","6","Juvenile Dermatomyositis","CD14"
"SRR22753439","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753440","combined_herpes_viruses","	2","	16","18","Juvenile Dermatomyositis","CD14"
"SRR22753440","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753440","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753440","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753440","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753440","HSV1_KOS","	4","	21","25","Juvenile Dermatomyositis","CD14"
"SRR22753440","HSV2_StrainG","	1","	0","1","Juvenile Dermatomyositis","CD14"
"SRR22753440","KSHV","	2","	0","2","Juvenile Dermatomyositis","CD14"
"SRR22753440","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753441","combined_herpes_viruses","	0","	11","11","Juvenile Dermatomyositis","CD14"
"SRR22753441","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753441","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753441","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753441","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753441","HSV1_KOS","	3","	17","20","Juvenile Dermatomyositis","CD14"
"SRR22753441","HSV2_StrainG","	2","	1","3","Juvenile Dermatomyositis","CD14"
"SRR22753441","KSHV","	4","	0","4","Juvenile Dermatomyositis","CD14"
"SRR22753441","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753442","combined_herpes_viruses","	3","	16","19","Juvenile Dermatomyositis","CD14"
"SRR22753442","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753442","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753442","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD14"
"SRR22753442","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753442","HSV1_KOS","	9","	32","41","Juvenile Dermatomyositis","CD14"
"SRR22753442","HSV2_StrainG","	3","	2","5","Juvenile Dermatomyositis","CD14"
"SRR22753442","KSHV","	4","	1","5","Juvenile Dermatomyositis","CD14"
"SRR22753442","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753443","combined_herpes_viruses","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","HSV1_KOS","	2","	1","3","Juvenile Dermatomyositis","CD4"
"SRR22753443","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753443","KSHV","	1","	0","1","Juvenile Dermatomyositis","CD4"
"SRR22753443","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","combined_herpes_viruses","	0","	2","2","Juvenile Dermatomyositis","CD4"
"SRR22753444","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","HSV1_KOS","	1","	3","4","Juvenile Dermatomyositis","CD4"
"SRR22753444","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","KSHV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753444","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","combined_herpes_viruses","	0","	3","3","Juvenile Dermatomyositis","CD4"
"SRR22753445","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","HSV1_KOS","	0","	3","3","Juvenile Dermatomyositis","CD4"
"SRR22753445","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753445","KSHV","	0","	1","1","Juvenile Dermatomyositis","CD4"
"SRR22753445","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","combined_herpes_viruses","	0","	2","2","Juvenile Dermatomyositis","CD4"
"SRR22753446","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","HSV1_KOS","	1","	4","5","Juvenile Dermatomyositis","CD4"
"SRR22753446","HSV2_StrainG","	2","	0","2","Juvenile Dermatomyositis","CD4"
"SRR22753446","KSHV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753446","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753447","combined_herpes_viruses","	0","	8","8","Juvenile Dermatomyositis","CD19"
"SRR22753447","EBV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753447","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753447","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753447","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753447","HSV1_KOS","	3","	9","12","Juvenile Dermatomyositis","CD19"
"SRR22753447","HSV2_StrainG","	3","	4","7","Juvenile Dermatomyositis","CD19"
